Followers,Following,Following/Followers,Posts,Posts/Followers,Bio,Profile Picture,External Link,Mutual Friends,Threads,Labels
38,3054,80.36842105,0,0,N,Yes,N,0,N,Bot
1,370,370,4,0.010810811,Yes,Yes,N,0,N,Scam
130486,13,9.96275E-05,436,4376299.692,Yes,Yes,Yes,3,Yes,Spam
13722,2026,0.147646116,644,4361.780849,N,Yes,N,8,N,Real
70835,793,0.011195031,132,11790.94578,N,Yes,N,3,Yes,Spam
128979,166,0.001287031,413,320893.5361,N,Yes,Yes,8,N,Spam
100223,459,0.004579787,434,94764.23094,N,N,N,3,Yes,Spam
43,5880,136.744186,0,0,N,Yes,N,0,N,Bot
7344,1369,0.186410675,538,2886.100804,yes,N,N,7,N,Real
47,4705,100.106383,2,0.019978746,N,N,N,0,N,Bot
32950,798,0.024218513,252,10405.26316,N,Yes,Yes,8,Yes,Spam
26,1036,39.84615385,2,0.05019305,N,N,N,0,N,Bot
6,110,18.33333333,1,0.054545455,Yes,Yes,N,0,N,Scam
23,777,33.7826087,2,0.059202059,N,N,N,0,N,Bot
4,727,181.75,1,0.005502063,N,Yes,N,0,N,Scam
13,1232,94.76923077,2,0.021103896,N,Yes,N,0,N,Bot
1,5816,5816,2,0.000343879,N,Yes,N,0,N,Bot
3434,1675,0.487769365,113,231.6668657,N,N,Yes,7,Yes,Real
21761,906,0.041634116,2645,63529.63024,yes,N,Yes,2,N,Real
2027,1400,0.690675876,2583,3739.815,N,N,N,10,N,Real
56766,1061,0.018690766,592,31673.39491,N,Yes,N,9,N,Spam
15978,429,0.026849418,284,10577.51049,yes,Yes,N,4,N,Real
2,509,254.5,2,0.007858546,Yes,Yes,N,0,N,Scam
33175,863,0.026013564,337,12954.77984,Yes,N,Yes,8,Yes,Spam
80371,836,0.010401762,284,27303.06699,N,N,Yes,8,N,Spam
18058,254,0.014065788,1163,82682.88976,yes,Yes,Yes,0,Yes,Real
17,4356,256.2352941,1,0.003902663,N,N,N,0,N,Bot
66973,235,0.003508877,479,136510.9234,Yes,N,N,9,Yes,Spam
0,337,#DIV/0!,0,#DIV/0!,Yes,N,N,0,N,Scam
159793,1052,0.006583517,471,71542.30323,Yes,N,Yes,2,N,Spam
5,231,46.2,4,0.086580087,Yes,Yes,N,0,N,Scam
16453,224,0.013614538,600,44070.53571,Yes,Yes,N,14,Yes,Real
5727,986,0.172166929,2245,13039.67039,Yes,Yes,N,4,Yes,Real
40,3112,77.8,2,0.025706941,N,Yes,N,0,N,Bot
4,332,83,0,0,Yes,N,N,0,N,Scam
18,876,48.66666667,0,0,N,Yes,N,0,N,Bot
42077,880,0.020914039,327,15635.43068,Yes,Yes,Yes,7,Yes,Spam
26,3823,147.0384615,0,0,N,Yes,N,0,N,Bot
11958,922,0.077103195,355,4604.219089,Yes,Yes,Yes,3,N,Real
11267,1309,0.116179995,2463,21199.86325,N,Yes,N,7,Yes,Real
5943,1904,0.320376914,652,2035.102941,Yes,N,N,15,Yes,Real
6,206,34.33333333,4,0.116504854,N,Yes,N,0,N,Scam
12462,1656,0.132883967,441,3318.684783,Yes,Yes,N,6,N,Real
158398,990,0.006250079,713,114078.5596,N,Yes,N,3,N,Spam
5310,2078,0.3913371,2660,6797.208855,N,Yes,Yes,5,Yes,Real
0,566,#DIV/0!,4,#DIV/0!,N,Yes,N,0,N,Scam
3,6432,2144,0,0,N,Yes,N,0,N,Bot
11887,613,0.051568941,1406,27264.47308,yes,Yes,Yes,14,N,Real
12429,363,0.029205889,696,23830.80992,Yes,N,N,13,N,Real
18263,2086,0.114220008,2510,21975.13423,N,Yes,N,8,N,Real
3,128,42.66666667,2,0.046875,Yes,N,N,0,N,Scam
5,449,89.8,4,0.04454343,Yes,N,N,0,N,Scam
10752,2040,0.189732143,1540,8116.705882,Yes,Yes,Yes,1,Yes,Real
38980,195,0.005002565,149,29784.71795,Yes,Yes,Yes,4,Yes,Spam
32,5228,163.375,2,0.012241775,N,Yes,N,0,N,Bot
6127,102,0.016647625,50,3003.431373,Yes,N,Yes,9,N,Real
113580,623,0.005485121,30,5469.341894,Yes,N,Yes,0,Yes,Spam
144305,1041,0.007213887,140,19407.01249,Yes,N,Yes,2,N,Spam
6595,2140,0.324488249,864,2662.654206,yes,Yes,N,12,Yes,Real
105988,941,0.008878364,368,41449.0797,Yes,Yes,N,4,Yes,Spam
7,251,35.85714286,4,0.111553785,N,Yes,N,0,N,Scam
20,3213,160.65,0,0,N,N,N,0,N,Bot
7326,405,0.055282555,133,2405.822222,Yes,N,Yes,15,N,Real
65314,343,0.005251554,575,109491.3994,N,Yes,N,3,N,Spam
2,615,307.5,4,0.01300813,N,Yes,N,0,N,Scam
0,4664,#DIV/0!,2,#DIV/0!,N,N,N,0,N,Bot
20,3567,178.35,1,0.005606953,N,N,N,0,N,Bot
1849,51,0.027582477,494,17909.92157,Yes,N,N,15,N,Real
22860,735,0.032152231,211,6562.530612,Yes,N,N,3,N,Spam
3,5989,1996.333333,0,0,N,Yes,N,0,N,Bot
5,2206,441.2,2,0.004533092,N,Yes,N,0,N,Bot
1,686,686,3,0.004373178,Yes,N,N,0,N,Scam
0,461,#DIV/0!,2,#DIV/0!,N,N,N,0,N,Scam
7,91,13,3,0.230769231,Yes,Yes,N,0,N,Scam
37,2708,73.18918919,0,0,N,Yes,N,0,N,Bot
46853,911,0.019443792,32,1645.769484,N,N,Yes,4,Yes,Spam
3412,129,0.037807737,586,15499.47287,Yes,Yes,Yes,6,Yes,Spam
8581,167,0.019461601,383,19679.77844,Yes,N,Yes,10,N,Real
4,334,83.5,3,0.035928144,N,Yes,N,0,N,Scam
13385,948,0.070825551,1211,17098.34916,yes,N,Yes,1,N,Real
4292,1276,0.297297297,1118,3760.545455,Yes,Yes,Yes,15,Yes,Real
2518,1017,0.403891978,369,913.6106195,yes,N,Yes,13,Yes,Real
4,141,35.25,2,0.056737589,N,Yes,N,0,N,Scam
3,396,132,1,0.007575758,N,Yes,N,0,N,Scam
10699,1640,0.153285354,958,6249.781707,Yes,Yes,N,13,Yes,Real
3,522,174,4,0.022988506,Yes,Yes,N,0,N,Scam
5,359,71.8,1,0.013927577,N,Yes,N,0,N,Scam
17915,22,0.001228021,1927,1569191.136,yes,N,Yes,10,N,Real
137925,181,0.001312307,407,310140.7459,N,N,Yes,1,Yes,Spam
47791,683,0.014291394,593,41493.50366,Yes,N,N,9,Yes,Spam
52214,46,0.00088099,715,811587.1739,N,Yes,N,4,N,Spam
12,2277,189.75,0,0,N,N,N,0,N,Bot
7,686,98,2,0.020408163,N,N,N,0,N,Scam
36110,629,0.017418998,88,5051.955485,Yes,N,Yes,0,Yes,Spam
145260,1060,0.00729726,697,95515.30189,N,N,Yes,7,N,Spam
63607,988,0.015532882,467,30065.25202,N,N,Yes,2,Yes,Spam
6,3581,596.8333333,2,0.003351019,N,Yes,N,0,N,Bot
18043,344,0.019065566,887,46523.6657,yes,Yes,Yes,5,Yes,Real
61073,763,0.012493246,626,50107.07471,N,N,N,2,N,Spam
67790,1036,0.01528249,180,11778.18533,N,Yes,Yes,1,Yes,Spam
0,347,#DIV/0!,4,#DIV/0!,N,Yes,N,0,N,Scam
11946,580,0.048551817,674,13882.07586,yes,Yes,N,10,Yes,Real
42603,173,0.004060747,420,103429.2486,N,Yes,N,5,N,Spam
18318,1144,0.062452233,871,13946.65909,Yes,N,Yes,1,Yes,Real
45853,192,0.004187294,527,125856.9323,N,Yes,N,6,Yes,Spam
71327,558,0.007823124,392,50107.85663,Yes,Yes,N,4,N,Spam
30,2408,80.26666667,0,0,N,Yes,N,0,N,Bot
18443,1994,0.108116901,688,6363.482447,yes,N,Yes,1,N,Real
19364,873,0.04508366,1372,30432.31157,yes,Yes,Yes,11,Yes,Real
3,189,63,4,0.063492063,N,Yes,N,0,N,Scam
6,548,91.33333333,4,0.04379562,N,Yes,N,0,N,Scam
7,4097,585.2857143,1,0.001708567,N,N,N,0,N,Bot
7,663,94.71428571,3,0.031674208,N,Yes,N,0,N,Scam
9076,2030,0.223666814,1164,5204.169458,N,N,Yes,8,Yes,Real
3,98,32.66666667,0,0,N,Yes,N,0,N,Scam
2040,468,0.229411765,2112,9206.153846,N,Yes,N,13,Yes,Real
35,2599,74.25714286,1,0.013466718,N,N,N,0,N,Bot
30865,163,0.005281063,444,84073.98773,N,N,N,6,N,Spam
30,1832,61.06666667,1,0.016375546,N,Yes,N,0,N,Bot
1,509,509,1,0.001964637,N,N,N,0,N,Scam
12524,478,0.03816672,551,14436.66109,N,Yes,N,9,Yes,Spam
5,133,26.6,1,0.037593985,Yes,N,N,0,N,Scam
17946,170,0.009472863,1124,118654.7294,Yes,Yes,N,0,N,Real
131243,276,0.002102969,687,326680.9457,Yes,N,Yes,7,Yes,Spam
1,34,34,3,0.088235294,N,Yes,N,0,N,Scam
21,1463,69.66666667,1,0.014354067,N,N,N,0,N,Bot
115330,904,0.007838377,94,11992.27876,Yes,Yes,Yes,7,Yes,Spam
38,5072,133.4736842,2,0.014984227,N,Yes,N,0,N,Bot
2,360,180,4,0.022222222,N,N,N,0,N,Scam
7,3866,552.2857143,2,0.003621314,N,N,N,0,N,Bot
16972,684,0.040301673,1691,41958.55556,N,Yes,Yes,2,Yes,Real
86525,225,0.002600405,88,33840.88889,N,N,Yes,5,Yes,Spam
10139,2104,0.207515534,346,1667.345057,Yes,Yes,Yes,5,Yes,Real
2,13,6.5,0,0,N,N,N,0,N,Scam
20229,1340,0.066241534,2313,34917.6694,yes,N,Yes,13,N,Real
15357,244,0.01588852,2368,149038.4262,Yes,N,N,2,N,Real
58106,449,0.007727257,323,41800.08463,Yes,N,Yes,1,N,Spam
6656,438,0.065805288,413,6276.091324,yes,N,N,1,N,Real
126958,45,0.000354448,672,1895906.133,Yes,N,N,1,N,Spam
16704,1413,0.084590517,2142,25321.98726,yes,N,Yes,8,Yes,Real
6420,591,0.092056075,240,2607.106599,N,N,Yes,1,N,Real
33,1018,30.84848485,0,0,N,Yes,N,0,N,Bot
13,1620,124.6153846,2,0.016049383,N,N,N,0,N,Bot
13140,1597,0.121537291,2299,18916.00501,yes,N,N,8,N,Real
36,966,26.83333333,0,0,N,Yes,N,0,N,Bot
2,756,378,3,0.007936508,N,Yes,N,0,N,Scam
37,971,26.24324324,0,0,N,N,N,0,N,Bot
12233,230,0.018801602,1545,82173.84783,N,Yes,N,8,Yes,Real
133711,801,0.005990532,185,30882.06617,N,Yes,Yes,0,N,Spam
5,734,146.8,0,0,Yes,Yes,N,0,N,Scam
108839,624,0.005733239,742,129420.734,Yes,Yes,N,7,Yes,Spam
2,50,25,2,0.08,Yes,N,N,0,N,Scam
3,505,168.3333333,3,0.017821782,N,N,N,0,N,Scam
35,3592,102.6285714,1,0.009743875,N,N,N,0,N,Bot
14668,1964,0.133896918,2436,18193.0998,yes,N,N,1,Yes,Real
14978,992,0.066230471,1575,23780.59476,Yes,Yes,Yes,1,N,Real
22855,51,0.002231459,249,111586.1765,Yes,Yes,N,2,Yes,Spam
33,3418,103.5757576,2,0.019309538,N,N,N,0,N,Bot
141391,809,0.005721722,391,68336.07046,Yes,N,N,0,N,Spam
81146,318,0.003918862,267,68132.01887,N,Yes,N,1,Yes,Spam
14642,581,0.039680372,754,19001.83821,Yes,Yes,N,15,N,Real
91899,601,0.006539788,631,96486.30449,N,N,N,0,N,Spam
6,586,97.66666667,4,0.040955631,N,N,N,0,N,Scam
12752,1979,0.155191343,286,1842.886306,Yes,N,N,1,Yes,Real
0,282,#DIV/0!,0,#DIV/0!,N,N,N,0,N,Bot
48,5029,104.7708333,1,0.009544641,N,N,N,0,N,Bot
20378,776,0.038080283,329,8639.641753,Yes,Yes,N,8,Yes,Spam
104832,787,0.00750725,342,45555.96442,Yes,N,Yes,8,Yes,Spam
10243,759,0.074099385,293,3954.14888,N,N,N,2,N,Real
3,375,125,3,0.024,N,N,N,0,N,Scam
45,1910,42.44444444,2,0.047120419,N,N,N,0,N,Bot
15932,1210,0.075947778,609,8018.667769,N,Yes,N,1,N,Real
10,3484,348.4,0,0,N,N,N,0,N,Bot
82518,712,0.00862842,168,19470.53933,N,N,Yes,9,Yes,Spam
22,5104,232,2,0.00862069,N,Yes,N,0,N,Bot
8291,750,0.090459534,784,8666.858667,N,N,N,13,N,Real
5,252,50.4,0,0,Yes,Yes,N,0,N,Scam
10,5877,587.7,1,0.001701548,N,Yes,N,0,N,Bot
6,5320,886.6666667,2,0.002255639,N,Yes,N,0,N,Bot
94029,89,0.000946517,104,109876.5843,N,N,N,2,N,Spam
2,4454,2227,0,0,N,Yes,N,0,N,Bot
19564,1933,0.098803926,406,4109.148474,Yes,Yes,Yes,9,N,Real
11098,415,0.037394125,644,17221.95663,N,N,Yes,3,N,Spam
146948,999,0.006798323,349,51336.18819,Yes,N,Yes,0,N,Spam
4,648,162,1,0.00617284,Yes,N,N,0,N,Scam
13407,513,0.038263594,245,6402.953216,Yes,N,Yes,5,N,Real
148281,418,0.002818972,270,95779.5933,Yes,Yes,N,1,Yes,Spam
138525,779,0.005623534,332,59037.61232,N,N,Yes,2,Yes,Spam
64763,893,0.013788737,548,39742.58007,Yes,Yes,N,9,Yes,Spam
46,5836,126.8695652,0,0,N,Yes,N,0,N,Bot
2,608,304,0,0,N,Yes,N,0,N,Bot
128818,24,0.000186309,168,901726,Yes,N,N,0,N,Spam
6,2929,488.1666667,2,0.004096961,N,Yes,N,0,N,Bot
11,5249,477.1818182,1,0.002095637,N,Yes,N,0,N,Bot
107023,326,0.003046074,276,90608.42945,Yes,N,Yes,5,N,Spam
5715,1791,0.313385827,466,1486.984925,Yes,Yes,N,10,Yes,Real
31,2505,80.80645161,2,0.024750499,N,N,N,0,N,Bot
17694,923,0.052164576,1656,31745.68147,N,N,Yes,0,N,Real
45358,365,0.008047092,455,56542.16438,N,Yes,Yes,4,Yes,Spam
17,898,52.82352941,0,0,N,Yes,N,0,N,Bot
0,84,#DIV/0!,1,#DIV/0!,Yes,N,N,0,N,Scam
24,4679,194.9583333,1,0.005129301,N,Yes,N,0,N,Bot
157146,283,0.001800873,550,305407.4205,N,N,N,9,N,Spam
26,2062,79.30769231,1,0.012609117,N,Yes,N,0,N,Bot
18480,465,0.025162338,7,278.1935484,yes,Yes,Yes,9,Yes,Real
5809,690,0.118781202,2080,17511.18841,yes,Yes,Yes,10,N,Real
23120,715,0.030925606,186,6014.433566,Yes,N,N,7,Yes,Spam
20684,2102,0.101624444,692,6809.385347,Yes,Yes,Yes,9,Yes,Real
72866,65,0.000892048,195,218598,N,N,Yes,1,Yes,Spam
10,4291,429.1,0,0,N,Yes,N,0,N,Bot
6458,310,0.048002478,2664,55497.13548,N,Yes,N,8,Yes,Real
51398,336,0.006537219,320,48950.47619,N,Yes,Yes,0,N,Spam
5383,1077,0.200074308,1279,6392.624884,N,Yes,Yes,11,Yes,Real
19,1549,81.52631579,1,0.012265978,N,Yes,N,0,N,Bot
40,5976,149.4,1,0.00669344,N,Yes,N,0,N,Bot
36300,945,0.026033058,187,7183.174603,N,N,Yes,5,N,Spam
25,1453,58.12,0,0,N,N,N,0,N,Bot
107177,98,0.000914375,114,124675.2857,N,N,N,7,N,Spam
17274,659,0.038149821,2146,56251.90288,N,Yes,Yes,13,Yes,Real
3700,10,0.002702703,113,41810,Yes,Yes,N,5,Yes,Spam
12074,1297,0.107420904,1574,14652.64148,yes,Yes,Yes,5,N,Real
2683,1751,0.652627656,2601,3985.427184,Yes,Yes,Yes,7,Yes,Real
158722,798,0.005027658,44,8751.588972,N,N,N,2,N,Spam
15197,1858,0.122260973,1504,12301.55436,Yes,Yes,Yes,8,Yes,Real
30,6385,212.8333333,1,0.004698512,N,N,N,0,N,Bot
42,3933,93.64285714,0,0,N,Yes,N,0,N,Bot
22,2525,114.7727273,0,0,N,Yes,N,0,N,Bot
40370,248,0.006143176,464,75530.96774,Yes,Yes,N,8,Yes,Spam
109045,750,0.006877894,717,104247.02,Yes,Yes,Yes,9,N,Spam
19,2871,151.1052632,1,0.006617903,N,N,N,0,N,Bot
112808,822,0.007286717,596,81792.6618,N,N,N,4,N,Spam
4,162,40.5,1,0.024691358,Yes,N,N,0,N,Scam
43,3444,80.09302326,0,0,N,Yes,N,0,N,Bot
32,6653,207.90625,2,0.00961972,N,N,N,0,N,Bot
1848,2107,1.140151515,137,120.1594684,yes,Yes,Yes,11,Yes,Real
10118,792,0.078276339,165,2107.916667,yes,N,Yes,5,N,Real
973,1793,1.842754368,308,167.1411043,N,Yes,Yes,5,Yes,Real
133174,804,0.006037214,688,113959.8408,N,N,N,7,Yes,Spam
11721,249,0.021243921,1076,50649.78313,N,Yes,N,8,Yes,Real
17161,1214,0.070741798,256,3618.794069,N,N,Yes,14,Yes,Real
159264,583,0.003660589,92,25132.56947,N,N,Yes,0,N,Spam
26,3696,142.1538462,0,0,N,Yes,N,0,N,Bot
0,5470,#DIV/0!,2,#DIV/0!,N,N,N,0,N,Bot
7188,701,0.097523651,946,9700.211127,yes,N,Yes,8,N,Real
23322,625,0.026798731,469,17500.8288,Yes,N,Yes,9,Yes,Spam
17052,946,0.055477363,1113,20062.23679,yes,Yes,Yes,4,Yes,Real
71118,80,0.001124891,537,477379.575,N,N,N,7,Yes,Spam
23816,666,0.027964394,253,9047.219219,N,N,N,0,Yes,Spam
3,609,203,4,0.019704433,N,Yes,N,0,N,Scam
16423,2077,0.126468976,593,4688.896967,N,Yes,Yes,3,Yes,Real
32359,508,0.015698878,520,33123.38583,Yes,Yes,N,3,Yes,Spam
24,4980,207.5,2,0.009638554,N,Yes,N,0,N,Bot
26,6579,253.0384615,2,0.007903937,N,N,N,0,N,Bot
9,2359,262.1111111,2,0.007630352,N,N,N,0,N,Bot
19,1731,91.10526316,0,0,N,Yes,N,0,N,Bot
3,711,237,0,0,N,Yes,N,0,N,Scam
7,2525,360.7142857,0,0,N,Yes,N,0,N,Bot
142069,635,0.004469659,265,59288.6378,Yes,N,N,3,Yes,Spam
1,365,365,1,0.002739726,Yes,Yes,N,0,N,Scam
16049,1020,0.063555362,233,3666.095098,Yes,Yes,N,13,Yes,Real
4,254,63.5,2,0.031496063,Yes,N,N,0,N,Scam
6,116,19.33333333,3,0.155172414,Yes,N,N,0,N,Scam
4,750,187.5,1,0.005333333,Yes,Yes,N,0,N,Scam
2,101,50.5,2,0.03960396,N,N,N,0,N,Scam
158709,96,0.000604881,300,495965.625,Yes,N,Yes,0,Yes,Spam
2066,201,0.097289448,326,3350.825871,Yes,N,Yes,1,N,Spam
43,6435,149.6511628,1,0.006682207,N,N,N,0,N,Bot
18459,2168,0.117449483,1766,15036.25185,Yes,Yes,Yes,12,N,Real
21,1443,68.71428571,2,0.029106029,N,Yes,N,0,N,Bot
6,283,47.16666667,2,0.042402827,Yes,Yes,N,0,N,Scam
3,325,108.3333333,2,0.018461538,N,N,N,0,N,Scam
24,994,41.41666667,2,0.048289738,N,Yes,N,0,N,Bot
66135,911,0.013774854,712,51688.38639,Yes,Yes,Yes,8,Yes,Spam
19278,921,0.047774665,329,6886.495114,Yes,Yes,N,7,N,Real
3,347,115.6666667,4,0.034582133,N,N,N,0,N,Scam
2,105,52.5,2,0.038095238,Yes,N,N,0,N,Scam
78705,893,0.011346166,41,3613.555431,N,N,N,3,N,Spam
36,2403,66.75,2,0.029962547,N,N,N,0,N,Bot
19198,1394,0.07261173,1180,16250.81779,yes,Yes,Yes,8,Yes,Real
15,4009,267.2666667,0,0,N,Yes,N,0,N,Bot
2,257,128.5,3,0.023346304,Yes,Yes,N,0,N,Scam
6,2280,380,0,0,N,Yes,N,0,N,Bot
2,545,272.5,1,0.003669725,N,N,N,0,N,Scam
6199,318,0.051298597,2270,44250.72327,N,N,Yes,3,N,Real
5,134,26.8,0,0,Yes,N,N,0,N,Scam
118683,292,0.002460336,474,192656.6507,N,N,N,0,N,Spam
2,241,120.5,2,0.01659751,Yes,Yes,N,0,N,Scam
68603,94,0.001370202,290,211647.5532,Yes,N,N,3,Yes,Spam
129200,767,0.005936533,299,50366.10169,Yes,Yes,N,5,Yes,Spam
5607,1424,0.253968254,1018,4008.375,yes,N,N,10,Yes,Real
20472,1506,0.073563892,1609,21872.14343,yes,N,N,10,N,Real
75501,292,0.003867498,314,81189.43151,Yes,Yes,Yes,0,N,Spam
149992,488,0.003253507,108,33194.95082,Yes,Yes,N,1,N,Spam
1,369,369,2,0.005420054,N,N,N,0,N,Scam
597,250,0.418760469,2332,5568.816,N,N,N,11,N,Real
161258,50,0.000310062,485,1564202.6,N,N,N,3,Yes,Spam
81054,914,0.011276433,701,62165.04814,N,N,N,7,Yes,Spam
6,669,111.5,2,0.01793722,N,Yes,N,0,N,Scam
99615,49,0.000491894,202,410657.7551,Yes,N,N,0,Yes,Spam
156017,926,0.005935251,117,19712.7311,Yes,Yes,N,7,N,Spam
12069,1373,0.113762532,1845,16217.99345,N,N,N,10,N,Real
0,142,#DIV/0!,1,#DIV/0!,Yes,N,N,0,N,Scam
10,4457,445.7,0,0,N,N,N,0,N,Bot
120031,576,0.00479876,171,35634.20313,Yes,N,N,3,Yes,Spam
33702,758,0.022491247,337,14983.60686,N,Yes,N,9,Yes,Spam
3,305,101.6666667,0,0,N,N,N,0,N,Scam
1,4083,4083,1,0.000244918,N,N,N,0,N,Bot
152133,252,0.001656445,116,70029.47619,N,N,N,3,N,Spam
15919,27,0.001696086,1907,1124353.074,Yes,N,N,11,N,Real
4,25,6.25,4,0.64,N,Yes,N,0,N,Scam
14639,613,0.041874445,9,214.9282219,Yes,N,Yes,2,N,Spam
6997,2082,0.297556095,1824,6129.936599,Yes,N,Yes,1,Yes,Real
48,1894,39.45833333,1,0.025343189,N,Yes,N,0,N,Bot
673,245,0.364041605,508,1395.444898,N,N,N,15,N,Real
3,537,179,4,0.022346369,Yes,N,N,0,N,Scam
4,507,126.75,1,0.007889546,N,Yes,N,0,N,Scam
1,600,600,2,0.003333333,Yes,N,N,0,N,Scam
42,5514,131.2857143,1,0.007616975,N,N,N,0,N,Bot
58751,304,0.00517438,168,32467.65789,N,N,N,6,N,Spam
130620,507,0.003881488,455,117223.0769,N,N,Yes,0,N,Spam
120812,36,0.000297984,465,1560488.333,Yes,Yes,N,0,Yes,Spam
21,1766,84.0952381,0,0,N,N,N,0,N,Bot
8,1114,139.25,2,0.014362657,N,Yes,N,0,N,Bot
5859,1492,0.254650964,945,3710.961796,yes,N,N,0,Yes,Real
8,4135,516.875,1,0.001934704,N,Yes,N,0,N,Bot
85957,542,0.006305478,729,115613.7509,N,Yes,N,2,Yes,Spam
7662,2078,0.271208562,2595,9568.282002,N,Yes,N,9,Yes,Real
47,2007,42.70212766,0,0,N,N,N,0,N,Bot
26413,132,0.004997539,509,101850.1288,Yes,N,N,9,N,Spam
29,6447,222.3103448,2,0.008996432,N,N,N,0,N,Bot
144580,1054,0.007290082,544,74621.93548,N,N,N,0,Yes,Spam
5290,833,0.157466919,2424,15393.70948,N,Yes,Yes,15,N,Real
137754,24,0.000174224,223,1279964.25,Yes,Yes,N,1,N,Spam
7,167,23.85714286,4,0.167664671,N,Yes,N,0,N,Scam
120414,575,0.004775192,732,153292.2574,Yes,N,Yes,2,Yes,Spam
5747,673,0.117104576,346,2954.624071,Yes,N,N,11,Yes,Real
7,106,15.14285714,3,0.198113208,N,Yes,N,0,N,Scam
1,473,473,2,0.00422833,Yes,N,N,0,N,Scam
16450,1599,0.097203647,1172,12057.16073,Yes,Yes,Yes,4,Yes,Real
19660,241,0.012258393,2255,183955.6017,yes,N,N,11,N,Real
17822,1285,0.072101897,525,7281.361868,Yes,Yes,N,5,Yes,Real
304,1986,6.532894737,597,91.3836858,Yes,N,N,12,Yes,Real
15421,2253,0.146099475,1473,10082.17177,yes,Yes,N,10,Yes,Real
5483,1872,0.341418931,637,1865.743056,yes,Yes,N,14,Yes,Real
41,1847,45.04878049,0,0,N,N,N,0,N,Bot
1,60,60,0,0,Yes,N,N,0,N,Scam
1110,1942,1.74954955,2204,1259.752832,N,N,Yes,9,N,Real
3,216,72,3,0.041666667,N,N,N,0,N,Scam
3,551,183.6666667,3,0.016333938,N,N,N,0,N,Scam
6455,86,0.013323005,1154,86617.09302,N,Yes,Yes,0,Yes,Real
1206,44,0.036484245,2302,63095.72727,N,Yes,N,10,N,Real
861,978,1.135888502,734,646.190184,Yes,Yes,N,9,Yes,Spam
33,2692,81.57575758,1,0.012258544,N,Yes,N,0,N,Bot
39,1788,45.84615385,2,0.043624161,N,Yes,N,0,N,Bot
6,721,120.1666667,0,0,N,N,N,0,N,Scam
150653,349,0.002316582,247,106622.6103,N,Yes,N,5,N,Spam
0,357,#DIV/0!,3,#DIV/0!,N,N,N,0,N,Scam
63903,841,0.013160571,520,39511.96195,N,Yes,N,7,N,Spam
14399,1327,0.092159178,2103,22819.21402,yes,N,N,0,Yes,Real
54097,175,0.00323493,257,79445.30857,Yes,N,Yes,4,N,Spam
10176,1080,0.106132075,1088,10251.37778,yes,N,Yes,0,Yes,Real
135911,492,0.003620016,347,95855.92886,N,N,Yes,8,Yes,Spam
19,6084,320.2105263,0,0,N,N,N,0,N,Bot
12100,577,0.04768595,2236,46890.12132,N,Yes,N,2,N,Real
0,601,#DIV/0!,0,#DIV/0!,Yes,N,N,0,N,Scam
101731,590,0.005799609,248,42761.50508,N,N,Yes,5,Yes,Spam
5,2638,527.6,1,0.001895375,N,Yes,N,0,N,Bot
1,664,664,2,0.003012048,Yes,Yes,N,0,N,Scam
16580,585,0.035283474,1611,45658.76923,N,N,Yes,1,Yes,Real
58956,638,0.01082163,560,51748.21317,N,Yes,N,6,Yes,Spam
10826,959,0.088583041,941,10622.80083,Yes,Yes,Yes,3,N,Real
35,3508,100.2285714,2,0.01995439,N,N,N,0,N,Bot
94369,949,0.010056268,90,8949.641728,N,Yes,Yes,8,Yes,Spam
19569,486,0.024835199,2123,85483.51235,Yes,N,Yes,5,Yes,Real
5,746,149.2,0,0,N,Yes,N,0,N,Scam
161689,75,0.000463853,734,1582396.347,Yes,N,N,2,N,Spam
152583,155,0.001015841,341,335682.6,N,Yes,N,6,Yes,Spam
6,748,124.6666667,3,0.024064171,N,N,N,0,N,Scam
4,491,122.75,0,0,Yes,Yes,N,0,N,Scam
23,4817,209.4347826,2,0.009549512,N,Yes,N,0,N,Bot
43,3265,75.93023256,2,0.026339969,N,N,N,0,N,Bot
10993,697,0.063403984,642,10125.54663,N,Yes,Yes,5,Yes,Spam
1,496,496,4,0.008064516,Yes,N,N,0,N,Scam
84652,1005,0.011872135,680,57276.97512,Yes,Yes,N,9,N,Spam
7,388,55.42857143,3,0.054123711,N,N,N,0,N,Scam
4,41,10.25,3,0.292682927,Yes,N,N,0,N,Scam
38,4383,115.3421053,0,0,N,Yes,N,0,N,Bot
73669,832,0.01129376,133,11776.41466,N,Yes,Yes,1,Yes,Spam
124970,86,0.000688165,107,155485.9302,N,Yes,Yes,4,Yes,Spam
30953,49,0.001583045,292,184454.6122,Yes,N,Yes,8,Yes,Spam
4,196,49,4,0.081632653,N,Yes,N,0,N,Scam
1,55,55,3,0.054545455,N,N,N,0,N,Scam
4462,1408,0.315553563,524,1660.573864,N,Yes,N,14,Yes,Real
20,873,43.65,0,0,N,N,N,0,N,Bot
87887,150,0.001706737,90,52732.2,Yes,Yes,Yes,3,Yes,Spam
15,4477,298.4666667,2,0.006700916,N,N,N,0,N,Bot
7,61,8.714285714,0,0,N,Yes,N,0,N,Scam
2,419,209.5,4,0.019093079,N,N,N,0,N,Scam
145505,1018,0.006996323,623,89046.77308,Yes,Yes,N,7,N,Spam
1,692,692,1,0.001445087,N,N,N,0,N,Scam
4,498,124.5,2,0.016064257,N,Yes,N,0,N,Bot
33,1504,45.57575758,1,0.021941489,N,N,N,0,N,Bot
